"loan_amnt","term","int_rate","installment","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","issue_d","purpose","addr_state","dti","delinq_2yrs","inq_last_6mths","loan_status_Binary"
12000," 60 months",8.9,248.52,"A","A5","10+ years","MORTGAGE",77954,"Not Verified","11-Oct","car","CT",4.53,0,0,"1"
8575," 60 months",10.65,184.95,"B","B2","10+ years","MORTGAGE",47000,"Not Verified","11-Oct","credit_card","NJ",20.78,0,1,"0"
6000," 36 months",7.9,187.75,"A","A4","5 years","RENT",51928,"Not Verified","11-Oct","other","CA",20.22,0,0,"1"
7600," 36 months",6.62,233.35,"A","A2","3 years","OWN",28000,"Verified","11-Oct","wedding","TX",18.94,0,0,"0"
35000," 60 months",18.64,901.01,"E","E1","10+ years","MORTGAGE",80000,"Verified","11-Nov","debt_consolidation","NC",22.72,0,1,"0"
10000," 36 months",11.71,330.76,"B","B3","2 years","RENT",120000,"Not Verified","11-Oct","debt_consolidation","NY",7.77,1,1,"0"
30000," 60 months",10.65,647.05,"B","B2","5 years","RENT",171996,"Source Verified","11-Nov","other","MD",15.17,0,0,"0"
3000," 36 months",11.71,99.23,"B","B3","10+ years","RENT",30000,"Source Verified","11-Oct","medical","IL",23.11,0,0,"0"
35000," 60 months",12.69,790.82,"B","B5","4 years","MORTGAGE",150000,"Verified","11-Nov","home_improvement","AL",7.55,0,1,"0"
8000," 36 months",12.42,267.33,"B","B4","1 year","RENT",25000,"Not Verified","11-Oct","debt_consolidation","NY",19.54,0,1,"1"
35000," 60 months",20.3,933.14,"E","E5","< 1 year","MORTGAGE",130000,"Verified","11-Nov","debt_consolidation","FL",13.54,0,2,"1"
6100," 36 months",14.27,209.29,"C","C2","n/a","MORTGAGE",23748,"Verified","11-Nov","home_improvement","MO",23.95,0,0,"1"
2000," 36 months",12.69,67.09,"B","B5","10+ years","MORTGAGE",120000,"Source Verified","11-Oct","major_purchase","OR",18.48,0,0,"0"
7500," 36 months",15.27,260.99,"C","C4","4 years","MORTGAGE",30160,"Source Verified","11-Oct","credit_card","FL",11.18,0,1,"0"
8800," 36 months",12.42,294.06,"B","B4","3 years","RENT",42000,"Source Verified","11-Oct","other","NY",0.43,0,1,"0"
14725," 36 months",10.65,479.65,"B","B2","< 1 year","RENT",48000,"Source Verified","11-Oct","debt_consolidation","DC",19.03,0,0,"0"
3000," 60 months",19.42,78.52,"E","E3","2 years","RENT",33996,"Source Verified","11-Oct","debt_consolidation","NJ",3.04,1,1,"0"
1000," 36 months",8.9,31.76,"A","A5","5 years","RENT",85000,"Not Verified","11-Oct","debt_consolidation","NY",0.75,0,0,"0"
1200," 36 months",16.29,42.37,"D","D1","8 years","RENT",68736,"Not Verified","11-Oct","other","WA",7.16,1,1,"0"
25000," 60 months",12.69,564.87,"B","B5","< 1 year","RENT",87300,"Verified","11-Nov","wedding","MD",4.15,0,2,"0"
8000," 36 months",7.51,248.89,"A","A3","< 1 year","RENT",36000,"Source Verified","11-Oct","debt_consolidation","SC",20.36,0,3,"0"
21600," 60 months",17.27,539.96,"D","D3","9 years","MORTGAGE",72660,"Verified","11-Nov","debt_consolidation","KS",19.82,0,2,"0"
17500," 60 months",20.89,472.36,"F","F1","10+ years","RENT",35000,"Verified","11-Nov","debt_consolidation","MA",18.65,1,2,"1"
35000," 60 months",20.89,944.71,"F","F1","4 years","MORTGAGE",85000,"Verified","11-Nov","debt_consolidation","FL",24.54,0,2,"0"
2000," 36 months",6.62,61.41,"A","A2","5 years","RENT",40800,"Source Verified","11-Oct","vacation","PA",27.21,0,0,"0"
30000," 60 months",22.35,834.55,"F","F5","2 years","MORTGAGE",158000,"Source Verified","11-Nov","debt_consolidation","TX",18.46,0,3,"0"
21250," 60 months",12.69,480.14,"B","B5","10+ years","RENT",56508,"Verified","11-Nov","debt_consolidation","CA",14.74,1,0,"0"
3000," 36 months",8.9,95.26,"A","A5","n/a","MORTGAGE",25000,"Verified","11-Oct","home_improvement","MI",4.08,0,1,"0"
28100," 60 months",19.03,729.4,"E","E2","10+ years","MORTGAGE",98400,"Verified","11-Nov","debt_consolidation","FL",21.23,0,0,"0"
14000," 60 months",14.65,330.5,"C","C3","6 years","MORTGAGE",74000,"Not Verified","11-Oct","debt_consolidation","KY",3.88,0,1,"1"
35000," 60 months",12.69,790.82,"B","B5","10+ years","MORTGAGE",66000,"Verified","11-Nov","major_purchase","OH",20.2,0,1,"0"
18225," 60 months",13.49,419.27,"C","C1","3 years","MORTGAGE",49000,"Verified","11-Nov","debt_consolidation","TX",10.21,0,4,"0"
20000," 60 months",12.42,449.15,"B","B4","4 years","RENT",75000,"Verified","11-Nov","wedding","CA",14.83,0,2,"0"
16000," 36 months",11.71,529.22,"B","B3","10+ years","MORTGAGE",60000,"Source Verified","11-Oct","debt_consolidation","NY",10.74,0,0,"0"
21000," 60 months",15.27,502.57,"C","C4","7 years","MORTGAGE",105687.5,"Verified","11-Nov","debt_consolidation","AR",13.07,0,1,"0"
6250," 36 months",15.27,217.49,"C","C4","n/a","RENT",14898,"Source Verified","11-Oct","debt_consolidation","NY",7.89,0,1,"0"
28200," 60 months",14.27,660.12,"C","C2","5 years","MORTGAGE",54000,"Verified","11-Nov","debt_consolidation","PA",25.09,0,1,"0"
16000," 60 months",12.42,359.32,"B","B4","10+ years","MORTGAGE",77000,"Source Verified","11-Nov","debt_consolidation","NJ",4.74,2,1,"0"
10000," 60 months",14.65,236.07,"C","C3","6 years","MORTGAGE",41904,"Source Verified","11-Oct","debt_consolidation","MI",12.54,0,2,"0"
12000," 60 months",18.25,306.36,"D","D5","2 years","MORTGAGE",35000,"Verified","11-Oct","small_business","FL",12.14,0,2,"0"
13600," 36 months",6.62,417.57,"A","A2","< 1 year","MORTGAGE",101900,"Source Verified","11-Oct","home_improvement","AL",11.71,0,4,"0"
6000," 36 months",15.27,208.79,"C","C4","10+ years","OWN",106870,"Source Verified","11-Oct","credit_card","MS",15.99,0,1,"0"
15000," 36 months",10.65,488.6,"B","B2","3 years","RENT",109000,"Verified","11-Oct","other","CA",14.36,0,0,"0"
5000," 36 months",7.51,155.56,"A","A3","10+ years","MORTGAGE",80796,"Not Verified","11-Oct","car","KY",10.19,1,1,"0"
12000," 36 months",10.65,390.88,"B","B2","4 years","MORTGAGE",33640,"Not Verified","11-Oct","home_improvement","FL",6.78,1,0,"0"
28000," 36 months",7.51,871.11,"A","A3","10+ years","MORTGAGE",105000,"Verified","11-Oct","debt_consolidation","GA",24.73,0,0,"0"
15000," 36 months",13.49,508.96,"C","C1","< 1 year","RENT",50000,"Source Verified","11-Oct","other","MI",13.9,1,2,"0"
12000," 36 months",7.9,375.49,"A","A4","3 years","RENT",150000,"Not Verified","11-Oct","credit_card","NY",4.41,0,0,"0"
26400," 60 months",11.71,583.4,"B","B3","3 years","RENT",85000,"Verified","11-Nov","house","FL",9.66,0,3,"0"
12000," 60 months",14.65,283.28,"C","C3","9 years","OWN",80400,"Verified","11-Oct","home_improvement","PA",13.68,0,1,"0"
9600," 60 months",10.65,207.06,"B","B2","8 years","MORTGAGE",102400,"Source Verified","11-Oct","debt_consolidation","MD",11.26,0,1,"0"
5000," 36 months",14.27,171.55,"C","C2","4 years","MORTGAGE",60500,"Verified","11-Oct","debt_consolidation","TX",11.93,1,0,"0"
9200," 36 months",6.03,280.01,"A","A1","2 years","RENT",82000,"Source Verified","11-Oct","small_business","GA",21.86,0,0,"0"
4400," 36 months",8.9,139.72,"A","A5","2 years","MORTGAGE",61104,"Not Verified","11-Oct","other","NJ",15.62,0,0,"0"
12000," 36 months",7.51,373.33,"A","A3","3 years","MORTGAGE",90000,"Not Verified","11-Oct","debt_consolidation","CA",1.81,0,0,"0"
9800," 60 months",18.64,252.29,"E","E1","5 years","RENT",56000,"Source Verified","11-Oct","debt_consolidation","CA",14.23,1,0,"0"
6000," 36 months",6.62,184.23,"A","A2","8 years","MORTGAGE",130000,"Verified","11-Oct","medical","CA",18.08,0,2,"0"
5500," 36 months",11.71,181.92,"B","B3","1 year","RENT",33600,"Not Verified","11-Oct","credit_card","SC",8.93,0,0,"0"
5000," 36 months",6.03,152.18,"A","A1","< 1 year","MORTGAGE",60000,"Source Verified","11-Oct","small_business","CA",1.2,0,0,"0"
5600," 36 months",15.27,194.87,"C","C4","< 1 year","RENT",85000,"Verified","11-Oct","debt_consolidation","CA",24.8,0,2,"1"
11200," 36 months",14.27,384.26,"C","C2","10+ years","MORTGAGE",179000,"Verified","11-Oct","debt_consolidation","CA",21.08,0,2,"0"
30000," 60 months",19.42,785.17,"E","E3","10+ years","MORTGAGE",1e+05,"Verified","11-Nov","debt_consolidation","CA",6.58,0,0,"0"
15000," 36 months",7.9,469.36,"A","A4","< 1 year","RENT",62000,"Verified","11-Oct","credit_card","CA",8.25,0,0,"0"
10000," 36 months",14.27,343.09,"C","C2","5 years","RENT",80000,"Verified","11-Oct","home_improvement","NY",21.54,0,2,"0"
8400," 60 months",18.25,214.45,"D","D5","< 1 year","OWN",45600,"Source Verified","11-Oct","car","AL",19.34,0,1,"1"
3000," 36 months",9.91,96.68,"B","B1","5 years","MORTGAGE",18840,"Not Verified","11-Oct","debt_consolidation","NY",3.82,0,2,"0"
5875," 36 months",6.62,180.39,"A","A2","10+ years","MORTGAGE",22000,"Not Verified","11-Oct","debt_consolidation","NC",19.42,0,0,"1"
20000," 60 months",11.71,441.97,"B","B3","1 year","MORTGAGE",120000,"Verified","11-Nov","debt_consolidation","MA",19.42,0,0,"0"
14000," 60 months",18.64,360.41,"E","E1","3 years","RENT",60000,"Source Verified","11-Oct","debt_consolidation","CA",13.8,0,1,"1"
7200," 36 months",7.9,225.29,"A","A4","2 years","RENT",75000,"Verified","11-Nov","debt_consolidation","NC",20.46,1,0,"0"
15000," 36 months",11.71,496.14,"B","B3","10+ years","MORTGAGE",78840,"Verified","11-Oct","debt_consolidation","CA",13.26,0,0,"0"
5000," 36 months",6.03,152.18,"A","A1","8 years","RENT",36396,"Not Verified","11-Oct","major_purchase","NY",2.92,0,0,"0"
13200," 36 months",16.29,465.97,"D","D1","n/a","MORTGAGE",49800,"Verified","11-Oct","wedding","AZ",23.23,0,2,"1"
13200," 60 months",10.65,284.71,"B","B2","1 year","RENT",60000,"Verified","11-Oct","wedding","GA",17.26,0,1,"0"
5000," 36 months",11.71,165.38,"B","B3","10+ years","RENT",41000,"Not Verified","11-Oct","wedding","NJ",4.04,0,0,"0"
14000," 36 months",13.49,475.03,"C","C1","2 years","RENT",113000,"Not Verified","11-Oct","credit_card","NY",5.98,0,0,"0"
14000," 36 months",6.62,429.86,"A","A2","4 years","RENT",86000,"Source Verified","11-Oct","wedding","VA",4.38,0,1,"0"
20000," 60 months",10.65,431.37,"B","B2","5 years","RENT",40000,"Source Verified","11-Nov","debt_consolidation","CA",22.38,0,0,"0"
20000," 60 months",11.71,441.97,"B","B3","10+ years","MORTGAGE",96552,"Verified","11-Oct","debt_consolidation","CA",22.26,0,0,"0"
35000," 60 months",19.03,908.5,"E","E2","10+ years","MORTGAGE",75000,"Verified","11-Nov","debt_consolidation","UT",6.05,1,3,"1"
13200," 60 months",12.69,298.25,"B","B5","1 year","MORTGAGE",26400,"Verified","11-Oct","debt_consolidation","FL",18.05,0,1,"0"
12000," 60 months",15.96,291.57,"C","C5","1 year","MORTGAGE",60000,"Not Verified","11-Nov","debt_consolidation","CT",11.82,1,1,"0"
18825," 60 months",12.42,422.76,"B","B4","3 years","RENT",42996,"Verified","11-Nov","major_purchase","IL",11.39,0,1,"1"
8000," 36 months",16.29,282.41,"D","D1","7 years","MORTGAGE",75000,"Source Verified","11-Oct","credit_card","AR",11.9,0,1,"0"
13250," 36 months",6.62,406.83,"A","A2","8 years","MORTGAGE",69000,"Verified","11-Oct","debt_consolidation","IL",28.64,0,3,"0"
12000," 60 months",16.77,296.75,"D","D2","< 1 year","MORTGAGE",77004,"Source Verified","11-Oct","debt_consolidation","SC",8.93,0,2,"1"
12000," 36 months",6.03,365.23,"A","A1","10+ years","MORTGAGE",240000,"Source Verified","11-Oct","car","NM",16.31,0,0,"0"
10000," 36 months",9.91,322.25,"B","B1","10+ years","OWN",70000,"Source Verified","11-Oct","debt_consolidation","MO",6.39,0,0,"0"
3000," 36 months",12.42,100.25,"B","B4","10+ years","RENT",78000,"Verified","11-Oct","other","NY",23.45,1,0,"0"
10000," 36 months",17.58,359.43,"D","D4","< 1 year","OWN",45000,"Source Verified","11-Oct","debt_consolidation","MI",6.56,0,1,"0"
5300," 36 months",19.91,196.73,"E","E4","9 years","MORTGAGE",74603,"Source Verified","11-Oct","debt_consolidation","FL",14.7,0,1,"0"
22000," 60 months",20.3,586.55,"E","E5","8 years","MORTGAGE",63900,"Verified","11-Nov","debt_consolidation","TX",15.79,0,0,"1"
10000," 36 months",7.9,312.91,"A","A4","1 year","MORTGAGE",60000,"Not Verified","11-Oct","debt_consolidation","TX",5.8,0,0,"0"
9250," 36 months",12.69,310.29,"B","B5","10+ years","OWN",75000,"Source Verified","11-Oct","debt_consolidation","NY",17.39,1,2,"0"
9000," 36 months",16.77,319.85,"D","D2","< 1 year","RENT",75000,"Source Verified","11-Oct","debt_consolidation","CA",16.69,0,0,"0"
14000," 60 months",21.67,384.05,"F","F3","7 years","RENT",42000,"Verified","11-Nov","small_business","NY",11.57,0,1,"1"
5000," 36 months",7.9,156.46,"A","A4","6 years","RENT",37000,"Not Verified","11-Oct","debt_consolidation","NC",8.43,0,0,"0"
15000," 36 months",12.42,501.23,"B","B4","1 year","OWN",40000,"Not Verified","11-Oct","debt_consolidation","KS",21.08,0,3,"0"
17800," 60 months",18.25,454.43,"D","D5","4 years","MORTGAGE",80000,"Source Verified","11-Oct","debt_consolidation","LA",14.12,0,1,"0"
15000," 60 months",20.3,399.92,"E","E5","1 year","MORTGAGE",95000,"Verified","11-Nov","debt_consolidation","CA",10.67,4,1,"1"
8000," 36 months",11.71,264.61,"B","B3","2 years","RENT",21000,"Not Verified","11-Oct","debt_consolidation","CA",17.6,1,0,"0"
1500," 36 months",16.29,52.96,"D","D1","1 year","RENT",27000,"Not Verified","11-Oct","wedding","GA",18.53,0,2,"1"
35000," 60 months",17.27,874.93,"D","D3","3 years","MORTGAGE",142000,"Verified","11-Nov","home_improvement","FL",11.38,0,1,"0"
15000," 60 months",9.91,318.05,"B","B1","1 year","MORTGAGE",70000,"Source Verified","11-Oct","debt_consolidation","CO",3.02,0,1,"0"
24000," 60 months",20.89,647.8,"F","F1","6 years","MORTGAGE",78500,"Verified","11-Nov","debt_consolidation","CO",6.76,0,3,"0"
15000," 60 months",13.49,345.08,"C","C1","10+ years","MORTGAGE",80000,"Source Verified","11-Oct","major_purchase","LA",13.39,0,1,"0"
19000," 60 months",11.71,419.87,"B","B3","5 years","MORTGAGE",57500,"Verified","11-Nov","credit_card","NJ",13.79,0,0,"0"
21000," 36 months",12.42,701.73,"B","B4","5 years","OWN",75000,"Verified","11-Oct","credit_card","NY",16.98,0,0,"0"
12000," 36 months",8.9,381.04,"A","A5","2 years","RENT",71000,"Verified","11-Oct","debt_consolidation","MD",14.43,0,0,"0"
35000," 60 months",12.42,786.01,"B","B4","10+ years","MORTGAGE",108000,"Verified","11-Nov","debt_consolidation","AL",19,0,0,"0"
3125," 36 months",8.9,99.23,"A","A5","6 years","MORTGAGE",42000,"Not Verified","11-Oct","credit_card","TX",8.09,0,0,"0"
16000," 36 months",8.9,508.06,"A","A5","< 1 year","RENT",75000,"Source Verified","11-Oct","credit_card","MI",12.24,0,0,"0"
5000," 36 months",13.49,169.66,"C","C1","9 years","MORTGAGE",97000,"Not Verified","11-Oct","vacation","GA",5.55,0,1,"0"
20000," 36 months",8.9,635.07,"A","A5","10+ years","MORTGAGE",68000,"Verified","11-Oct","debt_consolidation","TX",28.13,0,1,"0"
24000," 60 months",20.3,639.87,"E","E5","2 years","OWN",90000,"Verified","11-Nov","debt_consolidation","NY",5.49,0,0,"0"
32000," 60 months",21.67,877.82,"F","F3","10+ years","RENT",138000,"Source Verified","11-Nov","debt_consolidation","AL",6.04,1,2,"0"
7000," 36 months",13.49,237.52,"C","C1","9 years","RENT",60000,"Not Verified","11-Oct","debt_consolidation","CA",8.36,0,2,"0"
5500," 60 months",21.28,149.67,"F","F2","2 years","RENT",18000,"Not Verified","11-Nov","debt_consolidation","TX",18.87,0,2,"1"
5000," 36 months",7.9,156.46,"A","A4","10+ years","MORTGAGE",34348.8,"Not Verified","11-Oct","debt_consolidation","UT",2.52,0,0,"0"
8400," 36 months",6.62,257.92,"A","A2","4 years","MORTGAGE",86000,"Not Verified","11-Oct","other","NV",7.76,0,1,"0"
30000," 60 months",21.28,816.34,"F","F2","6 years","MORTGAGE",1e+05,"Source Verified","11-Nov","debt_consolidation","MT",14.84,0,2,"0"
6625," 36 months",11.71,219.13,"B","B3","4 years","MORTGAGE",75000,"Verified","11-Oct","other","CA",15.86,0,0,"0"
8000," 36 months",16.77,284.31,"D","D2","10+ years","MORTGAGE",60000,"Source Verified","11-Oct","debt_consolidation","FL",12.06,1,2,"0"
4000," 36 months",13.49,135.73,"C","C1","6 years","RENT",40000,"Source Verified","11-Oct","other","NY",22.59,0,0,"1"
4200," 36 months",9.91,135.35,"B","B1","n/a","RENT",28080,"Verified","11-Oct","credit_card","FL",12.61,0,0,"1"
20000," 36 months",6.62,614.08,"A","A2","1 year","RENT",130000,"Verified","11-Oct","debt_consolidation","NY",5.58,0,0,"0"
6000," 36 months",6.62,184.23,"A","A2","< 1 year","MORTGAGE",180000,"Source Verified","11-Oct","car","KY",11.16,0,0,"0"
5175," 36 months",6.03,157.51,"A","A1","6 years","MORTGAGE",36000,"Source Verified","11-Oct","debt_consolidation","GA",17.57,0,0,"0"
2500," 36 months",18.64,91.19,"E","E1","< 1 year","RENT",51630,"Source Verified","11-Oct","debt_consolidation","MD",20.37,2,0,"0"
30000," 60 months",20.89,809.75,"F","F1","10+ years","MORTGAGE",174996,"Verified","11-Nov","home_improvement","VA",9.94,1,1,"0"
16000," 36 months",7.9,500.65,"A","A4","10+ years","MORTGAGE",44000,"Verified","11-Oct","debt_consolidation","NC",17.21,0,0,"0"
3700," 36 months",9.91,119.24,"B","B1","4 years","RENT",35000,"Not Verified","11-Oct","moving","HI",16.49,0,0,"1"
10000," 36 months",12.69,335.45,"B","B5","4 years","MORTGAGE",96000,"Verified","11-Oct","vacation","CA",8.08,0,3,"0"
12000," 36 months",6.03,365.23,"A","A1","6 years","MORTGAGE",34000,"Verified","11-Oct","debt_consolidation","AZ",15.78,0,0,"0"
35000," 36 months",7.9,1095.16,"A","A4","10+ years","MORTGAGE",185232,"Verified","11-Oct","home_improvement","TX",8.73,0,0,"0"
12000," 36 months",10.65,390.88,"B","B2","10+ years","RENT",69500,"Source Verified","11-Oct","debt_consolidation","NC",10.39,0,0,"0"
21000," 60 months",12.42,471.61,"B","B4","9 years","MORTGAGE",96575,"Verified","11-Nov","credit_card","VA",21.43,0,1,"0"
6000," 36 months",6.03,182.62,"A","A1","3 years","MORTGAGE",65000,"Not Verified","11-Oct","debt_consolidation","MI",1.31,0,0,"0"
12375," 36 months",7.9,387.22,"A","A4","1 year","MORTGAGE",47700,"Source Verified","11-Oct","credit_card","NC",23.85,0,0,"0"
12000," 36 months",6.62,368.45,"A","A2","5 years","MORTGAGE",158367,"Verified","11-Oct","home_improvement","CA",2.31,0,0,"0"
8400," 36 months",7.9,262.84,"A","A4","10+ years","OWN",80000,"Not Verified","11-Oct","wedding","PA",25.32,1,3,"0"
8000," 36 months",11.71,264.61,"B","B3","5 years","MORTGAGE",62004,"Not Verified","11-Oct","debt_consolidation","FL",19.78,0,1,"1"
25000," 60 months",10.65,539.21,"B","B2","2 years","RENT",60000,"Verified","11-Nov","debt_consolidation","UT",10.38,0,0,"0"
12000," 60 months",20.3,319.94,"E","E5","2 years","MORTGAGE",27576,"Not Verified","11-Oct","debt_consolidation","WI",10.31,0,1,"0"
13800," 60 months",18.64,355.26,"E","E1","3 years","MORTGAGE",62000,"Verified","11-Oct","small_business","VA",4.61,0,0,"1"
7500," 36 months",8.9,238.15,"A","A5","1 year","MORTGAGE",26400,"Not Verified","11-Oct","debt_consolidation","AZ",11.05,0,0,"0"
15000," 36 months",7.9,469.36,"A","A4","10+ years","MORTGAGE",48000,"Verified","11-Oct","other","NY",3.15,0,0,"0"
8000," 36 months",13.49,271.45,"C","C1","3 years","MORTGAGE",132000,"Not Verified","11-Oct","debt_consolidation","NJ",8.83,3,1,"0"
15000," 60 months",14.27,351.13,"C","C2","10+ years","MORTGAGE",44000,"Verified","11-Oct","debt_consolidation","NY",16.5,0,0,"0"
15025," 36 months",6.03,457.3,"A","A1","10+ years","MORTGAGE",49200,"Verified","11-Nov","small_business","FL",29.92,0,0,"0"
30000," 60 months",19.03,778.72,"E","E2","10+ years","MORTGAGE",150000,"Source Verified","11-Nov","debt_consolidation","CA",15.18,0,0,"0"
20000," 60 months",14.27,468.17,"C","C2","1 year","RENT",60000,"Verified","11-Nov","debt_consolidation","CA",21.75,0,0,"0"
12000," 60 months",12.69,271.14,"B","B5","7 years","MORTGAGE",57000,"Not Verified","11-Oct","credit_card","NJ",7.14,0,0,"0"
31825," 36 months",12.69,1067.57,"B","B5","5 years","MORTGAGE",70000,"Verified","11-Nov","debt_consolidation","IL",16.17,0,2,"0"
12000," 36 months",7.9,375.49,"A","A4","2 years","RENT",52000,"Not Verified","11-Oct","small_business","NY",9.16,0,0,"0"
8000," 36 months",9.91,257.8,"B","B1","5 years","OWN",24000,"Source Verified","11-Oct","debt_consolidation","NJ",9.85,0,0,"0"
14000," 36 months",14.27,480.33,"C","C2","2 years","MORTGAGE",36100,"Verified","11-Oct","credit_card","MA",12.57,0,0,"0"
9000," 36 months",6.62,276.34,"A","A2","10+ years","MORTGAGE",57700,"Not Verified","11-Oct","credit_card","TX",23.23,0,1,"0"
10000," 36 months",10.65,325.74,"B","B2","10+ years","MORTGAGE",110000,"Source Verified","11-Oct","debt_consolidation","UT",15.37,0,1,"0"
13000," 36 months",8.9,412.8,"A","A5","5 years","MORTGAGE",57000,"Not Verified","11-Oct","debt_consolidation","FL",19.62,0,0,"0"
15000," 36 months",6.03,456.54,"A","A1","3 years","MORTGAGE",115000,"Source Verified","11-Oct","home_improvement","CA",0.26,0,0,"0"
